Ticker,Model,Year,S0,Probability Up,Predicted,Actual,Actual Return (%),APE (%),VaR (%),ES (%),Lower CI,Upper CI
SPY,GBM,2021,293.38165283203125,0.8086,337.0508721470236,347.16326904296875,18.33162220329057,2.912864867248825,-10.589099035936291,-16.004288994710198,262.3151790603807,426.7901104555621
SPY,GBM,2022,347.16326904296875,0.7695,400.3338436652549,446.89892578125,28.72874685539871,10.419600368157512,-14.202729395680969,-20.077677746837953,297.856609379596,525.2866411239957
SPY,GBM,2023,446.89892578125,0.8171,526.621957904874,365.67340087890625,-18.175368123865745,44.01429161626833,-11.094827445446933,-16.882622622496545,397.31626111026435,679.0922569582167
SPY,GBM,2024,365.67340087890625,0.7495,417.24656753618626,461.3913879394531,26.175813398099514,9.567759944635084,-15.655490987044688,-21.439888133589736,308.4254345622893,544.2703875198267
SPY,GBM,2025,461.3913879394531,0.7461,526.6439391402499,576.2152709960938,24.886438294706224,8.602918796329483,-15.688129004194574,-21.075447368294643,389.0077117852679,694.0182762644681
SPY,Historical Bootstrap,2016,169.77870178222656,0.6389,186.14250218647547,171.87428283691406,1.2343014952343556,8.301544078645003,-23.21025571750531,-29.4359186198547,130.37263094471103,253.68552189033957
SPY,Historical Bootstrap,2017,171.87428283691406,0.626,187.28463363228502,192.4955291748047,11.997866113255267,2.7070215941418905,-24.23322476590018,-30.91020690235972,130.22360156226569,257.03535567984744
SPY,Historical Bootstrap,2018,192.4955291748047,0.6319,210.7089406875107,234.2774658203125,21.705406263002473,10.060090521415542,-24.109867418959162,-30.433513612928024,146.08511230333542,289.97266557738095
SPY,Historical Bootstrap,2019,234.2774658203125,0.6578,259.74355138144523,223.57337951660156,-4.568978184150592,16.17821045736701,-22.747309281807034,-29.14893168413135,180.98564609258625,355.69148988488456
SPY,Historical Bootstrap,2020,223.57337951660156,0.7672,255.77728741576863,293.38165283203125,31.22387534077868,12.817558648697137,-13.969532540641927,-19.659391097048957,192.34122351281704,331.35421601413105
SPY,Historical Bootstrap,2021,293.38165283203125,0.7986,335.93649929267247,347.16326904296875,18.33162220329057,3.2338587492983697,-10.987275204890874,-16.283019574234036,261.14700323471845,424.0617311758639
SPY,Historical Bootstrap,2022,347.16326904296875,0.7735,399.9008574390931,446.89892578125,28.72874685539871,10.51648720345363,-15.2460371015294,-21.376937227754294,294.2346282417954,521.5529633852228
SPY,Historical Bootstrap,2023,446.89892578125,0.8227,526.3156996086508,365.67340087890625,-18.175368123865745,43.930539750399205,-10.861344969601639,-17.09603435209755,398.35969178670445,680.7104403596404
SPY,Historical Bootstrap,2024,365.67340087890625,0.7487,416.35450338992484,461.3913879394531,26.175813398099514,9.761102119972453,-15.782028061398579,-21.648725546085405,307.96272213912675,543.5016682846987
SPY,Historical Bootstrap,2025,461.3913879394531,0.7466,526.6100461362958,576.2152709960938,24.886438294706224,8.6088008000979,-16.413386610836582,-22.369656081851886,385.66143564784585,689.6215093839207
SPY,Jump Diffusion,2016,169.77870178222656,0.5792,183.09263548907322,171.87428283691406,1.2343014952343556,6.5270687778251775,-29.56784787728936,-36.28578106141826,119.57879351122105,263.22994423623476
SPY,Jump Diffusion,2017,171.87428283691406,0.5653,183.73955819732583,192.4955291748047,11.997866113255267,4.548661994911881,-29.639110025899207,-36.48247047366204,120.93227504065591,263.4884381385171
SPY,Jump Diffusion,2018,192.4955291748047,0.5747,206.55080802075227,234.2774658203125,21.705406263002473,11.834965732823054,-29.71128699757781,-36.331100314565056,135.30263004417233,296.8642549425195
SPY,Jump Diffusion,2019,234.2774658203125,0.5947,254.29887341947713,223.57337951660156,-4.568978184150592,13.742912492224518,-28.04931029183455,-35.0257164677349,168.56425248852642,363.7384923862547
SPY,Jump Diffusion,2020,223.57337951660156,0.7333,254.44373801961316,293.38165283203125,31.22387534077868,13.27210288596713,-17.196615638129003,-23.348560704630632,185.12632477195615,336.6730648350538
SPY,Jump Diffusion,2021,293.38165283203125,0.7453,331.39196893979124,347.16326904296875,18.33162220329057,4.542905747677321,-14.67422616810623,-19.929814009129757,250.33016555973074,426.09869260700646
SPY,Jump Diffusion,2022,347.16326904296875,0.7104,394.67252784878434,446.89892578125,28.72874685539871,11.68640041843145,-19.543400982839028,-26.173760532281413,279.3157593087691,535.3426791405452
SPY,Jump Diffusion,2023,446.89892578125,0.7698,522.1415669617198,365.67340087890625,-18.175368123865745,42.78904774225797,-15.628891802698528,-22.1139163418106,377.05357620347644,698.3865128167993
SPY,Jump Diffusion,2024,365.67340087890625,0.6911,411.7721911129471,461.3913879394531,26.175813398099514,10.754252923554219,-20.900157508591867,-26.994268880886846,289.2470841281903,559.8268848068083
SPY,Jump Diffusion,2025,461.3913879394531,0.6864,518.3843701561716,576.2152709960938,24.886438294706224,10.036336027670846,-21.073447966006505,-27.147921517145306,364.16031388239725,705.252078236663
TSLA,GARCH,2016,14.827333450317383,0.8754,33.66363292954455,16.000667572021484,7.9133185048791495,110.38892769954327,-24.391781537163975,-39.85302981597532,11.210682667329129,73.65923786389465
TSLA,GARCH,2017,16.000667572021484,0.8526,32.86120019131444,14.246000289916992,-10.966212967093172,130.6696583080437,-27.84881618700953,-42.109533905136544,11.54467107119478,69.89321711418475
TSLA,GARCH,2018,14.246000289916992,0.8097,25.88841774817948,20.75666618347168,45.701711084217756,24.723390159804,-32.76668730279646,-44.4623955350753,9.578057921764414,52.96633803262772
TSLA,GARCH,2019,20.75666618347168,0.8354,36.966156978017,22.18666648864746,6.889354449003355,66.61429060076217,-27.14982367348814,-40.09336743298865,15.121267914164578,71.9409737933102
TSLA,GARCH,2020,22.18666648864746,0.8019,38.925083107015226,27.8886661529541,25.700118885476808,39.57312584808612,-33.281863557146245,-45.61193949638805,14.802530420016723,79.05700761100695
TSLA,GARCH,2021,27.8886661529541,0.7929,48.555120263955594,235.22332763671875,743.4369946079431,79.35786354534335,-33.73729631879406,-45.34828107990958,18.479784213572753,99.03833594163672
TSLA,GARCH,2022,235.22332763671875,0.88,519.8814542892445,352.260009765625,49.755559240135774,47.58457953690113,-22.405853198688906,-38.045513758169115,182.51953415736452,1125.9193938107733
TSLA,GARCH,2023,352.260009765625,0.899,812.9026986115476,123.18000030517578,-65.03151169866453,559.9307489832755,-18.21287095620299,-34.61950103220532,288.10334875670367,1730.8334398236984
TSLA,GARCH,2024,123.18000030517578,0.8299,256.6319779069083,248.47999572753906,101.72105464518206,3.280739825956834,-33.818307545598294,-47.11077768942085,81.52260896730252,571.9905085895418
TSLA,GARCH,2025,248.47999572753906,0.8124,464.8600632081559,403.8399963378906,62.52414813331912,15.10996122811227,-32.470636629497434,-46.08462603105426,167.7969592178591,974.0431207852913
TSLA,GBM,2016,14.827333450317383,0.8044,28.677080780195332,16.000667572021484,7.9133185048791495,79.22427705666246,-37.0847247205058,-50.46755241648738,9.328657656875707,62.224310561154425
TSLA,GBM,2017,16.000667572021484,0.773,28.20492189209095,14.246000289916992,-10.966212967093172,97.98484710163721,-38.21014084273256,-50.01751197325003,9.88678995697464,60.34300541873811
TSLA,GBM,2018,14.246000289916992,0.7428,23.0962267748456,20.75666618347168,45.701711084217756,11.271369740661385,-41.40785917532419,-52.009847846666055,8.347036551751888,47.7042729113743
