Ticker,Model,Strategy,Year,Probability Up,Expected Return (%),Decision,Predicted,Actual,Actual Return (%),VaR (%),ES (%),Strategy Return (%)
AAPL,GBM,Probability + VaR,2023,0.8316,36.07510354968961,BUY,236.02149470797238,127.6515121459961,-26.40419146979436,-17.737918587828027,-26.932473994405953,-26.40419146979436
AAPL,GBM,Probability + VaR,2024,0.7599,27.474300092339725,BUY,162.72287166539655,190.21102905273438,49.00805000663716,-23.574904406145695,-31.715172537042868,49.00805000663716
AAPL,GBM,Probability + VaR,2025,0.8048,32.71706831335613,BUY,252.44250136745515,248.61578369140625,30.70524087353508,-19.404895639767954,-28.172684865372727,30.70524087353508
AAPL,Historical Bootstrap,Expected Return,2016,0.8268,47.64706539959661,BUY,36.031639593187755,23.66843605041504,-3.013707816324468,-21.55178356924884,-31.30741462435932,-3.013707816324468
AAPL,Historical Bootstrap,Expected Return,2017,0.7589,34.1689103173698,BUY,31.755682738005376,26.622358322143555,12.480428641066535,-28.57468522201009,-37.886941829346426,12.480428641066535
AAPL,Historical Bootstrap,Expected Return,2018,0.7687,33.80784521726825,BUY,35.62280401688038,39.52470397949219,48.464322736640916,-26.42966708722783,-35.87636187539039,48.464322736640916
AAPL,Historical Bootstrap,Expected Return,2019,0.7273,27.30462914464335,BUY,50.31677782161062,37.39424133300781,-5.3902051931616946,-27.70185509384639,-36.353985212815296,-5.3902051931616946
AAPL,Historical Bootstrap,Expected Return,2020,0.8381,33.77557807819382,BUY,50.02436251118609,70.65934753417969,88.95783151457827,-16.437527725165484,-24.773894356477758,88.95783151457827
AAPL,Historical Bootstrap,Expected Return,2021,0.8306,31.9044868260696,BUY,93.20284975960878,128.81675720214844,82.30674595436443,-16.83265447803547,-25.566176742373298,82.30674595436443
AAPL,Historical Bootstrap,Expected Return,2022,0.8163,34.33345789685312,BUY,173.04400430023958,173.44943237304688,34.64819029783342,-19.372300618628216,-28.353727342038788,34.64819029783342
AAPL,Historical Bootstrap,Expected Return,2023,0.8202,35.44721598985772,BUY,234.932427299503,127.6515121459961,-26.40419146979436,-19.204784462796557,-28.018140915831975,-26.40419146979436
AAPL,Historical Bootstrap,Expected Return,2024,0.7572,28.14092256022189,BUY,163.5738253259531,190.21102905273438,49.00805000663716,-24.53566432661087,-32.80039346157362,49.00805000663716
AAPL,Historical Bootstrap,Expected Return,2025,0.8051,32.6416472115849,BUY,252.2990421136532,248.61578369140625,30.70524087353508,-20.737193406487034,-29.357875798197053,30.70524087353508
AAPL,Historical Bootstrap,Probability,2016,0.8268,47.64706539959661,BUY,36.031639593187755,23.66843605041504,-3.013707816324468,-21.55178356924884,-31.30741462435932,-3.013707816324468
AAPL,Historical Bootstrap,Probability,2017,0.7589,34.1689103173698,BUY,31.755682738005376,26.622358322143555,12.480428641066535,-28.57468522201009,-37.886941829346426,12.480428641066535
AAPL,Historical Bootstrap,Probability,2018,0.7687,33.80784521726825,BUY,35.62280401688038,39.52470397949219,48.464322736640916,-26.42966708722783,-35.87636187539039,48.464322736640916
AAPL,Historical Bootstrap,Probability,2019,0.7273,27.30462914464335,BUY,50.31677782161062,37.39424133300781,-5.3902051931616946,-27.70185509384639,-36.353985212815296,-5.3902051931616946
AAPL,Historical Bootstrap,Probability,2020,0.8381,33.77557807819382,BUY,50.02436251118609,70.65934753417969,88.95783151457827,-16.437527725165484,-24.773894356477758,88.95783151457827
AAPL,Historical Bootstrap,Probability,2021,0.8306,31.9044868260696,BUY,93.20284975960878,128.81675720214844,82.30674595436443,-16.83265447803547,-25.566176742373298,82.30674595436443
AAPL,Historical Bootstrap,Probability,2022,0.8163,34.33345789685312,BUY,173.04400430023958,173.44943237304688,34.64819029783342,-19.372300618628216,-28.353727342038788,34.64819029783342
AAPL,Historical Bootstrap,Probability,2023,0.8202,35.44721598985772,BUY,234.932427299503,127.6515121459961,-26.40419146979436,-19.204784462796557,-28.018140915831975,-26.40419146979436
AAPL,Historical Bootstrap,Probability,2024,0.7572,28.14092256022189,BUY,163.5738253259531,190.21102905273438,49.00805000663716,-24.53566432661087,-32.80039346157362,49.00805000663716
AAPL,Historical Bootstrap,Probability,2025,0.8051,32.6416472115849,BUY,252.2990421136532,248.61578369140625,30.70524087353508,-20.737193406487034,-29.357875798197053,30.70524087353508
AAPL,Historical Bootstrap,Probability + VaR,2016,0.8268,47.64706539959661,BUY,36.031639593187755,23.66843605041504,-3.013707816324468,-21.55178356924884,-31.30741462435932,-3.013707816324468
AAPL,Historical Bootstrap,Probability + VaR,2017,0.7589,34.1689103173698,HOLD,31.755682738005376,26.622358322143555,12.480428641066535,-28.57468522201009,-37.886941829346426,0.0
AAPL,Historical Bootstrap,Probability + VaR,2018,0.7687,33.80784521726825,HOLD,35.62280401688038,39.52470397949219,48.464322736640916,-26.42966708722783,-35.87636187539039,0.0
AAPL,Historical Bootstrap,Probability + VaR,2019,0.7273,27.30462914464335,HOLD,50.31677782161062,37.39424133300781,-5.3902051931616946,-27.70185509384639,-36.353985212815296,0.0
AAPL,Historical Bootstrap,Probability + VaR,2020,0.8381,33.77557807819382,BUY,50.02436251118609,70.65934753417969,88.95783151457827,-16.437527725165484,-24.773894356477758,88.95783151457827
AAPL,Historical Bootstrap,Probability + VaR,2021,0.8306,31.9044868260696,BUY,93.20284975960878,128.81675720214844,82.30674595436443,-16.83265447803547,-25.566176742373298,82.30674595436443
AAPL,Historical Bootstrap,Probability + VaR,2022,0.8163,34.33345789685312,BUY,173.04400430023958,173.44943237304688,34.64819029783342,-19.372300618628216,-28.353727342038788,34.64819029783342
AAPL,Historical Bootstrap,Probability + VaR,2023,0.8202,35.44721598985772,BUY,234.932427299503,127.6515121459961,-26.40419146979436,-19.204784462796557,-28.018140915831975,-26.40419146979436
AAPL,Historical Bootstrap,Probability + VaR,2024,0.7572,28.14092256022189,BUY,163.5738253259531,190.21102905273438,49.00805000663716,-24.53566432661087,-32.80039346157362,49.00805000663716
AAPL,Historical Bootstrap,Probability + VaR,2025,0.8051,32.6416472115849,BUY,252.2990421136532,248.61578369140625,30.70524087353508,-20.737193406487034,-29.357875798197053,30.70524087353508
AAPL,Jump Diffusion,Expected Return,2016,0.8264,55.79117016568139,BUY,38.01911863279169,23.66843605041504,-3.013707816324468,-23.655624892558055,-34.14168204308676,-3.013707816324468
AAPL,Jump Diffusion,Expected Return,2017,0.7451,38.18125399491456,BUY,32.70534173544793,26.622358322143555,12.480428641066535,-30.75343789706771,-40.71901945193156,12.480428641066535
AAPL,Jump Diffusion,Expected Return,2018,0.7473,35.110266903285854,BUY,35.96953938499729,39.52470397949219,48.464322736640916,-30.744540435590356,-39.912789436098564,48.464322736640916
AAPL,Jump Diffusion,Expected Return,2019,0.7077,28.19833382892937,BUY,50.67001195252553,37.39424133300781,-5.3902051931616946,-31.75725299321483,-40.557852295443524,-5.3902051931616946
AAPL,Jump Diffusion,Expected Return,2020,0.8772,45.658007896214684,BUY,54.467706993562096,70.65934753417969,88.95783151457827,-13.53273318824752,-22.86534701856121,88.95783151457827
AAPL,Jump Diffusion,Expected Return,2021,0.8244,35.99162149210469,BUY,96.09079244747245,128.81675720214844,82.30674595436443,-17.377298011775526,-26.518613086191444,82.30674595436443
AAPL,Jump Diffusion,Expected Return,2022,0.7935,36.344113195078215,BUY,175.63406525392634,173.44943237304688,34.64819029783342,-23.019095720261554,-32.32939226909794,34.64819029783342
AAPL,Jump Diffusion,Expected Return,2023,0.8026,37.732596258985794,BUY,238.89640640387125,127.6515121459961,-26.40419146979436,-21.832854268418703,-31.00329426876911,-26.40419146979436
AAPL,Jump Diffusion,Expected Return,2024,0.7568,31.558279090687247,BUY,167.93613261251207,190.21102905273438,49.00805000663716,-26.53720787292289,-35.72452639684392,49.00805000663716
AAPL,Jump Diffusion,Expected Return,2025,0.8006,36.996866899473034,BUY,260.5831502994925,248.61578369140625,30.70524087353508,-22.034278822595954,-31.567557141927743,30.70524087353508
AAPL,Jump Diffusion,Probability,2016,0.8264,55.79117016568139,BUY,38.01911863279169,23.66843605041504,-3.013707816324468,-23.655624892558055,-34.14168204308676,-3.013707816324468
AAPL,Jump Diffusion,Probability,2017,0.7451,38.18125399491456,BUY,32.70534173544793,26.622358322143555,12.480428641066535,-30.75343789706771,-40.71901945193156,12.480428641066535
AAPL,Jump Diffusion,Probability,2018,0.7473,35.110266903285854,BUY,35.96953938499729,39.52470397949219,48.464322736640916,-30.744540435590356,-39.912789436098564,48.464322736640916
AAPL,Jump Diffusion,Probability,2019,0.7077,28.19833382892937,BUY,50.67001195252553,37.39424133300781,-5.3902051931616946,-31.75725299321483,-40.557852295443524,-5.3902051931616946
AAPL,Jump Diffusion,Probability,2020,0.8772,45.658007896214684,BUY,54.467706993562096,70.65934753417969,88.95783151457827,-13.53273318824752,-22.86534701856121,88.95783151457827
AAPL,Jump Diffusion,Probability,2021,0.8244,35.99162149210469,BUY,96.09079244747245,128.81675720214844,82.30674595436443,-17.377298011775526,-26.518613086191444,82.30674595436443
AAPL,Jump Diffusion,Probability,2022,0.7935,36.344113195078215,BUY,175.63406525392634,173.44943237304688,34.64819029783342,-23.019095720261554,-32.32939226909794,34.64819029783342
AAPL,Jump Diffusion,Probability,2023,0.8026,37.732596258985794,BUY,238.89640640387125,127.6515121459961,-26.40419146979436,-21.832854268418703,-31.00329426876911,-26.40419146979436
AAPL,Jump Diffusion,Probability,2024,0.7568,31.558279090687247,BUY,167.93613261251207,190.21102905273438,49.00805000663716,-26.53720787292289,-35.72452639684392,49.00805000663716
AAPL,Jump Diffusion,Probability,2025,0.8006,36.996866899473034,BUY,260.5831502994925,248.61578369140625,30.70524087353508,-22.034278822595954,-31.567557141927743,30.70524087353508
AAPL,Jump Diffusion,Probability + VaR,2016,0.8264,55.79117016568139,BUY,38.01911863279169,23.66843605041504,-3.013707816324468,-23.655624892558055,-34.14168204308676,-3.013707816324468
AAPL,Jump Diffusion,Probability + VaR,2017,0.7451,38.18125399491456,HOLD,32.70534173544793,26.622358322143555,12.480428641066535,-30.75343789706771,-40.71901945193156,0.0
AAPL,Jump Diffusion,Probability + VaR,2018,0.7473,35.110266903285854,HOLD,35.96953938499729,39.52470397949219,48.464322736640916,-30.744540435590356,-39.912789436098564,0.0
AAPL,Jump Diffusion,Probability + VaR,2019,0.7077,28.19833382892937,HOLD,50.67001195252553,37.39424133300781,-5.3902051931616946,-31.75725299321483,-40.557852295443524,0.0
AAPL,Jump Diffusion,Probability + VaR,2020,0.8772,45.658007896214684,BUY,54.467706993562096,70.65934753417969,88.95783151457827,-13.53273318824752,-22.86534701856121,88.95783151457827
AAPL,Jump Diffusion,Probability + VaR,2021,0.8244,35.99162149210469,BUY,96.09079244747245,128.81675720214844,82.30674595436443,-17.377298011775526,-26.518613086191444,82.30674595436443
AAPL,Jump Diffusion,Probability + VaR,2022,0.7935,36.344113195078215,BUY,175.63406525392634,173.44943237304688,34.64819029783342,-23.019095720261554,-32.32939226909794,34.64819029783342
AAPL,Jump Diffusion,Probability + VaR,2023,0.8026,37.732596258985794,BUY,238.89640640387125,127.6515121459961,-26.40419146979436,-21.832854268418703,-31.00329426876911,-26.40419146979436
AAPL,Jump Diffusion,Probability + VaR,2024,0.7568,31.558279090687247,HOLD,167.93613261251207,190.21102905273438,49.00805000663716,-26.53720787292289,-35.72452639684392,0.0
AAPL,Jump Diffusion,Probability + VaR,2025,0.8006,36.996866899473034,BUY,260.5831502994925,248.61578369140625,30.70524087353508,-22.034278822595954,-31.567557141927743,30.70524087353508
KO,GARCH,Expected Return,2016,0.7498,14.190254922530348,BUY,33.62453118494199,30.95953941345215,5.139836105415289,-15.473797041426703,-21.995732718041257,5.139836105415289
KO,GARCH,Expected Return,2017,0.7473,14.30807202794289,BUY,35.38925261224825,30.848989486694336,-0.3570787190386228,-15.860814792845993,-22.390121082517002,-0.3570787190386228
KO,GARCH,Expected Return,2018,0.7214,12.586856500023627,BUY,34.73190752509193,35.28571701049805,14.382083814179206,-16.39068916902651,-22.233385327444413,14.382083814179206
KO,GARCH,Expected Return,2019,0.6939,10.63867218807101,BUY,39.039648772455344,37.67578887939453,6.77348250620896,-17.312397780144433,-23.129918184647323,6.77348250620896
KO,GARCH,Expected Return,2020,0.7753,13.309465905609486,BUY,42.690235154966956,45.4367790222168,20.59940978984217,-13.26660186298815,-18.777134503419237,20.59940978984217
KO,GARCH,Expected Return,2021,0.7686,12.648349641701234,BUY,51.183781698873936,46.558677673339844,2.46914212509316,-12.739337776614935,-18.032442741806705,2.46914212509316
